userid	timestamp	artid	artname	traid	traname
user_000705	2009-05-01T18:48:03Z	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	Death Cab For Cutie	96fac269-5308-4aee-827f-d01a66674694	Pictures In An Exhibition
user_000705	2009-05-01T18:43:43Z	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	Death Cab For Cutie	c29440d9-03e6-4e18-91d6-ef8bf1e1ca32	Your Bruise
user_000705	2009-05-01T18:41:04Z	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	Death Cab For Cutie	ed55b695-976e-4898-8fde-51a8e3b0e262	Champagne From A Paper Cup
user_000705	2009-05-01T18:37:03Z	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	Death Cab For Cutie	c5238d6d-9b04-496c-8674-4ea7a07aecd6	President Of What?
user_000705	2009-05-01T18:32:30Z	0039c7ae-e1a7-4a7d-9b49-0cbc716821a6	Death Cab For Cutie	bf59dfef-03a8-4270-9456-50df79da56c2	Bend To Squares
user_000705	2009-05-01T04:19:49Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	b704cd65-d8d2-47cd-b346-56b3e18c43b8	Undercover Of The Night
user_000705	2009-05-01T04:16:01Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	03e22969-cedc-4fd5-9aeb-62be1aaa2530	Tumbling Dice
user_000705	2009-05-01T04:12:18Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	82825603-992d-4595-a80a-981b15952912	Stealing My Heart
user_000705	2009-05-01T04:07:47Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	daec0c96-9349-4395-a4e7-baaa7ee615c0	Anybody Seen My Baby
user_000705	2009-05-01T04:03:33Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	a4ae25ee-82c1-4dcb-a896-6b3edc0f3b2b	Keys To Your Love
user_000705	2009-05-01T03:58:54Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	87722e8b-38e7-4c35-a0bc-67b7bc801f9f	Mixed Emotions
user_000705	2009-05-01T03:55:03Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	d09c5f7a-8f8d-4851-a844-d40b9df25915	Love Is Strong
user_000705	2009-05-01T03:50:57Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	3bdf80e8-314f-4cfa-9c6e-4c18b4544b17	Fool To Cry
user_000705	2009-05-01T03:47:10Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	b57b5565-f9e0-4c79-b8d2-f4dc8bc388de	Shattered
user_000705	2009-05-01T03:43:34Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	b6c2bf51-1b8d-482c-85e0-3baa05423508	You Got Me Rocking
user_000705	2009-05-01T03:39:00Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	c6465eec-5ea7-4f94-8583-b58045f94b1a	Angie
user_000705	2009-05-01T03:35:55Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	f1c8fa33-fdae-40a0-917c-02f384388133	Happy
user_000705	2009-05-01T03:32:00Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	cfc1d7ea-3da9-4946-bcaa-090e9f7f83a0	Don'T Stop
user_000705	2009-05-01T03:27:33Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	55956d3e-c5d4-4332-a377-bf77c463656e	Beast Of Burden
user_000705	2009-05-01T03:22:44Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	a4cfa060-a5e3-47a2-baf8-d52aeb975cf7	Miss You
user_000705	2009-05-01T03:18:51Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	8d2338a2-4acc-4d99-b2a7-1151f428cab6	Brown Sugar
user_000705	2009-05-01T03:15:16Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	0b095f1f-4927-4b86-a2f7-a1b1abf5bac7	Start Me Up
user_000705	2009-05-01T03:07:10Z	9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa	The Who		Baba O'Riley (Bonus Track)
user_000705	2009-04-30T19:13:32Z	83d91898-7763-47d7-b03b-b92132375c47	Pink Floyd	d0f36616-44e2-4499-a87a-bb2d33992a50	Echoes
user_000705	2009-04-30T18:46:05Z	83d91898-7763-47d7-b03b-b92132375c47	Pink Floyd	d0f36616-44e2-4499-a87a-bb2d33992a50	Echoes
user_000705	2009-04-30T15:49:53Z	99acd557-c4e2-4086-9be9-85f57184dadc	O.S.T.R.	13f1bff1-69cc-42da-9c01-4efeba8d0a66	Czysty Biznes
user_000705	2009-04-30T06:04:56Z	365144f7-85af-4c83-b24b-b1d0b26160bb	Nickel Creek	98493ffd-0076-4ecd-98c8-0d00db720fbf	Out Of The Woods
user_000705	2009-04-30T06:00:08Z	5182c1d9-c7d2-4dad-afa0-ccfeada921a8	Black Sabbath	78d917f5-0f35-4cdc-ba00-59ae72d0cbc5	Supernaut
user_000705	2009-04-30T05:56:38Z	171cbc8f-8ab3-4aec-9916-f0bdbe26bb79	W.A.S.P.	8d281098-521c-4a35-9375-d55d5124b9f5	Paint It Black
user_000705	2009-04-30T05:50:12Z	406f1b42-0c9e-4427-aeb7-02f78e188ec4	Wishbone Ash	4df01f94-fc3c-426b-bc40-70fc1b586e83	Throw Down The Sword
user_000705	2009-04-30T05:44:36Z	65314b12-0e08-43fa-ba33-baaa7b874c15	Leonard Cohen	47cd584d-23b6-4ee4-b768-f65fd330cb57	Everybody Knows
user_000705	2009-04-30T05:40:39Z	39c2a93d-9afa-4a22-9bba-c087ab056e1c	Jefferson Airplane	952c964c-f20d-4f7a-a037-9068cb5d01b8	When The Earth Moves Again
user_000705	2009-04-30T05:38:00Z	12327d75-47d5-45d9-84c2-3760b9210c17	Syd Barrett	70362286-5a44-4878-b23d-84a12d93aa6f	Feel
user_000705	2009-04-30T05:33:39Z	d8bf60ce-d2af-4125-bf19-2b19d6d0c807	Sniff 'N' The Tears	1c687abb-ad99-4302-a19a-bfcc3c421e50	Snow White
user_000705	2009-04-30T05:25:27Z	691b0e9d-9e57-41cf-932d-a3d21b068e75	Jean Sibelius	2f5d8e27-b1bd-4558-b511-2d81bf65061c	Finlandia
user_000705	2009-04-30T05:22:58Z	9efff43b-3b29-4082-824e-bc82f646f93d	The Doors	768217d5-f223-4942-9283-8b3e67e62e94	Break On Through (To The Other Side)
user_000705	2009-04-30T05:19:34Z	874aec28-dfa7-4a73-a3fa-8212f769754d	Renaissance	66aa474a-9498-495d-9ac7-57ffb73fe665	I Think Of You
user_000705	2009-04-30T05:13:57Z	1932f5b6-0b7b-4050-b1df-833ca89e5f44	Marillion	70eb1630-09b8-419e-8e71-9cafd60687ad	Blind Curve
user_000705	2009-04-30T05:07:25Z	20aa23e3-3532-42ca-acf6-e8c2e9df2688	Anathema	7309055b-f23d-4309-aef6-a0654843087b	A Natural Disaster
user_000705	2009-04-30T05:04:05Z	06fb1c8b-566e-4cb2-985b-b467c90781d4	Jimi Hendrix	b2e23e68-5d61-4572-b654-c8c95d98f269	The Wind Cries Mary
user_000705	2009-04-30T04:59:57Z	985c5cc9-2dc1-49ac-8806-5b66586a2d58	Riverside	17eec838-eeaf-4b65-bec3-a0b1874dbb45	Through The Other Side
user_000705	2009-04-30T04:55:42Z	ece57992-dc2e-4f67-a269-fa43626c1a3d	Jethro Tull	d18786a8-02e7-432f-9941-34c8573e8ba9	For A Thousand Mothers
user_000705	2009-04-30T04:53:45Z	f98711e5-06f7-43ed-8239-da0f61a9c460	The Alan Parsons Project	44920004-404a-4b77-94f7-20f959eed421	Sirius
user_000705	2009-04-30T04:47:17Z	618b6900-0618-4f1e-b835-bccb17f84294	Eric Clapton	6449f141-3455-404a-83b4-09d6ac744184	Layla
user_000705	2009-04-30T04:41:34Z	5153eb0e-b6dd-4882-a24a-7d464c153962	Red Sparowes	52782301-f954-43e5-97cd-35adae213aa1	Our Happiest Days Slowly Began To Turn Into Dust.
user_000705	2009-04-30T04:37:58Z	b071f9fa-14b0-4217-8e97-eb41da73f598	The Rolling Stones	0b095f1f-4927-4b86-a2f7-a1b1abf5bac7	Start Me Up
user_000705	2009-04-30T04:34:29Z	bc641be9-ca36-4c61-9394-5230433f6646	Liquid Tension Experiment	8ea9caeb-ebcb-418f-8ecb-58473c4ef857	Osmosis
user_000705	2009-04-30T04:26:03Z	614e3804-7d34-41ba-857f-811bad7c2b7a	Dire Straits	e6c7f0d6-2b44-435c-b321-2fb6bff9a555	Money For Nothing
user_000705	2009-04-30T04:19:23Z	cdc82eb3-7eac-4387-baf8-cd3bac0f5092	Rio Reiser	2a0b0ff8-a9e3-4f48-a294-20c96813bbaf	Für Immer Und Dich
user_000705	2009-04-30T04:15:17Z	84dc4f23-c0b8-4fe1-bbca-a3993ddc8fc2	Primus	f6e15479-e130-4294-82af-1c22abf53a9e	Shake Hands With Beef
user_000705	2009-04-30T04:12:21Z	980ee2d8-2ee9-407b-b48e-48360fbc7437	Andrew Lloyd Webber	5955df5b-0242-4242-9337-8785707daa9c	Hosanna
user_000705	2009-04-29T11:12:21Z	821e11d6-cfec-44a7-9615-06a4e631c975	Focus	8855169b-b148-4896-9ed3-a1065dc60cf4	Hocus Pocus
user_000705	2009-04-29T11:09:13Z	46a782ea-4308-476b-abd1-a91b197f3037	Crosby, Stills, Nash & Young	607cf997-4a91-4f67-865d-0f1c6fa3ac73	Ohio
user_000705	2009-04-29T11:04:56Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Mahi Mennu
user_000705	2009-04-29T11:02:42Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 1
user_000705	2009-04-29T11:00:54Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 2
user_000705	2009-04-29T06:39:23Z		Shilpa Rao, Kshitij		Dhol Yaara Dhol
user_000705	2009-04-29T06:37:36Z		Shilpa Rao, Kshitij		Ranjhana
user_000705	2009-04-29T06:34:34Z	beeba97d-13da-4f78-98e0-a810f169e11a	Mani		Dil Mein Jaagi
user_000705	2009-04-29T06:31:40Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Mahi Mennu
user_000705	2009-04-29T06:27:52Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Hikknaal
user_000705	2009-04-29T06:26:30Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Mahi Mennu (Sad)
user_000705	2009-04-29T06:21:55Z		Joi Barua		Ek Hulchul Si
user_000705	2009-04-29T06:17:55Z	6532f065-8dde-470b-a4a5-224ec2ed2c6e	Bony Chakravarthy		Emosanal Attyachaar (Brass Band Version)
user_000705	2009-04-29T06:13:53Z	6532f065-8dde-470b-a4a5-224ec2ed2c6e	Bony Chakravarthy		Emosanal Attyachaar (Rock Version)
user_000705	2009-04-29T06:10:02Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Duniya
user_000705	2009-04-29T06:06:53Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Nayan Tarse
user_000705	2009-04-29T06:03:39Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Saali Khushi
user_000705	2009-04-29T05:59:39Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Aankh Micholi
user_000705	2009-04-29T05:57:15Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 1
user_000705	2009-04-29T05:55:27Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 2
user_000705	2009-04-29T05:51:43Z		Aditi Singh Sharma		Yahi Meri Zindagi
user_000705	2009-04-29T05:46:03Z	6532f065-8dde-470b-a4a5-224ec2ed2c6e	Bony Chakravarthy		Emosanal Attyachaar (Brass Band Version)
user_000705	2009-04-29T05:42:01Z	6532f065-8dde-470b-a4a5-224ec2ed2c6e	Bony Chakravarthy		Emosanal Attyachaar (Rock Version)
user_000705	2009-04-29T05:38:09Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Duniya
user_000705	2009-04-29T05:35:00Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Nayan Tarse
user_000705	2009-04-29T05:31:47Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Saali Khushi
user_000705	2009-04-29T05:27:47Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Aankh Micholi
user_000705	2009-04-29T05:25:23Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 1
user_000705	2009-04-29T05:23:35Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 2
user_000705	2009-04-29T05:19:51Z		Aditi Singh Sharma		Yahi Meri Zindagi
user_000705	2009-04-29T05:13:40Z	927979a6-a4c6-4f51-a50e-cf561132ada2	Toshi		Pardesi
user_000705	2009-04-29T05:07:45Z		Shruti Pathak		Paayaliya
user_000705	2009-04-29T04:55:40Z		Shilpa Rao, Kshitij		Dhol Yaara Dhol
user_000705	2009-04-29T04:53:52Z		Shilpa Rao, Kshitij		Ranjhana
user_000705	2009-04-29T04:50:50Z	beeba97d-13da-4f78-98e0-a810f169e11a	Mani		Dil Mein Jaagi
user_000705	2009-04-29T04:47:56Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Mahi Mennu
user_000705	2009-04-29T04:44:08Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Hikknaal
user_000705	2009-04-29T04:42:47Z	fbdb00a8-c8ef-4837-9983-2fb379520de8	Labh Janjua		Mahi Mennu (Sad)
user_000705	2009-04-29T04:38:17Z		Joi Barua		Ek Hulchul Si
user_000705	2009-04-29T04:34:17Z	6532f065-8dde-470b-a4a5-224ec2ed2c6e	Bony Chakravarthy		Emosanal Attyachaar (Brass Band Version)
user_000705	2009-04-29T04:30:15Z	6532f065-8dde-470b-a4a5-224ec2ed2c6e	Bony Chakravarthy		Emosanal Attyachaar (Rock Version)
user_000705	2009-04-29T04:26:24Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Duniya
user_000705	2009-04-29T04:23:15Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Nayan Tarse
user_000705	2009-04-29T04:20:01Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Saali Khushi
user_000705	2009-04-29T04:16:01Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Aankh Micholi
user_000705	2009-04-29T04:13:37Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 1
user_000705	2009-04-29T04:11:50Z	78830f6e-5832-443d-9e93-0e308238406e	Amit Trivedi		Dev Chanda Themes 2
user_000705	2009-04-29T04:06:02Z		Aditi Singh Sharma		Yahi Meri Zindagi
user_000705	2009-04-25T12:10:45Z	4d5447d7-c61c-4120-ba1b-d7f471d385b9	John Lennon	eb79eeca-b01b-414c-9500-ae2e4b66fccd	Imagine
user_000705	2009-04-25T11:54:54Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	daa13e72-9056-476f-b431-335b2c26842d	I Was Made For Lovin' You
user_000705	2009-04-24T16:44:06Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	819a111f-1652-4b9f-87ea-1fc4ba074ad5	Save Your Love
user_000705	2009-04-24T16:40:22Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	0138547f-374d-49d4-8f1c-9b2c8b5c65c0	X-Ray Eyes
user_000705	2009-04-24T16:36:51Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	22ce9a32-3510-4c8e-8151-c044a62eb4fd	Hard Times
user_000705	2009-04-24T16:32:11Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	c386b85f-1bfe-4038-b323-cb8229ab2f8b	Magic Touch
user_000705	2009-04-24T16:27:47Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	8ec9b4f8-2d1b-4616-9ae4-4711ca328fc3	Charisma
user_000705	2009-04-24T16:23:30Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	ff47d82e-313d-4bd0-8e61-fe61124a361b	Dirty Livin'
user_000705	2009-04-24T16:19:33Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	3621800b-87b7-43c6-b6a3-47ea4b658407	Sure Know Something
user_000705	2009-04-24T16:14:38Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	91cc5010-e65b-4f49-94b5-1deed61cfcc7	2,000 Man
user_000705	2009-04-24T16:10:08Z	e1f1e33e-2e4c-4d43-b91b-7064068d3283	Kiss	daa13e72-9056-476f-b431-335b2c26842d	I Was Made For Lovin' You
user_000705	2009-04-24T11:46:31Z	69689acf-d9cd-4d20-a972-47db4ed51b1a	Kansas	aa563fcb-74f0-4c02-867f-fd5b43292279	Hold On
user_000705	2009-04-24T11:43:09Z	4785c6a7-9d82-415b-8922-f6ddc8c9d918	Altamiro Carrilho	1236d58e-5332-485a-957c-e76b7b50d62f	Carinhoso
user_000705	2009-04-24T11:31:19Z	8e3fcd7d-bda1-4ca0-b987-b8528d2ee74e	Genesis	a1f3f6e8-2c9f-423a-a06d-a5fc8c4caa5d	The Battle Of Epping Forest
user_000705	2009-04-24T11:25:57Z	94b7a39b-f3cc-4796-90dd-b1786a62877e	Camel	e21b3fa1-dbb3-4980-a47e-5325d66f4834	Rhayader Goes To Town
user_000705	2009-04-24T11:23:58Z	46a6fac0-2e14-4214-b08e-3bdb1cffa5aa	Jaco Pastorius	52df315d-09ff-4470-90b1-6046a3b04518	Continuum
user_000705	2009-04-24T11:19:18Z	e3e0abcd-7671-4482-a9d8-462f5acc9be5	Incubus	957cb3b0-e4e9-465e-bc46-90723ea26861	Warning
user_000705	2009-04-24T11:15:45Z	a5a2e78c-83ef-4e15-bddc-acca122df09b	Aurelio Fierro	58b2eb36-33c4-4e54-b255-926804cbad1a	Guaglione
user_000705	2009-04-24T11:11:26Z	cb67438a-7f50-4f2b-a6f1-2bb2729fd538	Air	8967ca1e-3e0c-4e41-81f6-08757fae829d	Talisman
user_000705	2009-04-24T11:06:11Z	8f695099-c714-4ad0-8888-36eca37fee84	Asia	f5001287-f8d9-4ed5-957b-8a0e4f8f826e	Wildest Dreams
user_000705	2009-04-24T11:02:56Z	0cadb416-d44c-4421-90d4-a572a309f446	Ernesto Bonino		Songo Americano
user_000705	2009-04-24T10:58:32Z	d4d17620-fd97-4574-92a8-a2cb7e72ce42	The Verve	1320a5bb-5f4a-419e-acd8-5cf4fcbf1a6c	Sonnet
user_000705	2009-04-24T10:53:56Z	deeea939-7f89-4762-b09f-79269cd70d3b	Queensrÿche	787a380e-d46f-4950-aec3-ba947e82543c	Breaking The Silence
user_000705	2009-04-24T10:48:07Z	20aa23e3-3532-42ca-acf6-e8c2e9df2688	Anathema	dfb81039-c29a-4b41-b207-ecdc09aa897e	Release
user_000705	2009-04-24T09:11:05Z	e0bba708-bdd3-478d-84ea-c706413bedab	A. R. Rahman	35c06ec1-4f40-4d32-adf1-8e4a40b9d1e8	Aarti ( Tumre Bhavan Mein )
user_000705	2009-04-24T09:08:04Z	e0bba708-bdd3-478d-84ea-c706413bedab	A. R. Rahman	35c06ec1-4f40-4d32-adf1-8e4a40b9d1e8	Aarti ( Tumre Bhavan Mein )
user_000705	2009-04-24T09:05:02Z	e0bba708-bdd3-478d-84ea-c706413bedab	A. R. Rahman	35c06ec1-4f40-4d32-adf1-8e4a40b9d1e8	Aarti ( Tumre Bhavan Mein )
user_000705	2009-04-24T08:57:46Z	821e11d6-cfec-44a7-9615-06a4e631c975	Focus	8855169b-b148-4896-9ed3-a1065dc60cf4	Hocus Pocus
user_000705	2009-04-24T08:54:39Z	46a782ea-4308-476b-abd1-a91b197f3037	Crosby, Stills, Nash & Young	607cf997-4a91-4f67-865d-0f1c6fa3ac73	Ohio
user_000705	2009-04-24T07:18:23Z	28503ab7-8bf2-4666-a7bd-2644bfc7cb1d	Dream Theater	aaa9db57-03fb-4526-896b-f55d19a036f7	The Great Debate
user_000705	2009-04-24T07:12:35Z	d2ff6b6b-fc30-48dc-8952-06f9d8fc64f8	Supertramp	4f30dd7e-7514-4786-a2fe-f48ab715771d	Goodbye Stranger
user_000705	2009-04-24T07:08:56Z	9960700d-2017-40bd-b2d4-1d365d668c81	Brett Dennen	ab1087f1-f4dc-478a-8775-a8018e9b52db	Ain'T No Reason
user_000705	2009-04-24T07:04:17Z	541f16f5-ad7a-428e-af89-9fa1b16d3c9c	Pantera	36f365d7-f448-45b7-9d56-0f5282d534ea	Rise
user_000705	2009-04-24T07:01:07Z	f81d592c-993f-4693-b53a-57db5a6257b9	Blood, Sweat & Tears	41e9f99d-8952-41ff-bebc-5f79a6c1e021	Sometimes In Winter
user_000705	2009-04-24T06:53:24Z	e01c3376-15fa-40d7-b747-5f219bdefdd7	Steely Dan	f9fec290-78d8-4c45-afc1-32d46bed6a9b	Deacon Blues
user_000705	2009-04-24T06:45:34Z	c14b4180-dc87-481e-b17a-64e4150f90f6	Opeth	28753400-b9a0-4651-80ec-c854cae3e6a6	Windowpane
